date,usd_toman,gold_18k_toman,source
2017-09-10,3900.0,126122.0,tgju
2017-09-11,3914.0,125199.0,tgju
2017-09-12,3920.0,125983.0,tgju
2017-09-13,3910.0,124783.0,tgju
2017-09-16,3898.0,123767.0,tgju
2017-09-17,3897.0,122959.0,tgju
2017-09-18,3892.0,122220.0,tgju
2017-09-19,3893.0,121782.0,tgju
2017-09-20,3892.0,120835.0,tgju
2017-09-23,3892.0,120558.0,tgju
2017-09-24,3900.0,121412.0,tgju
2017-09-25,3906.0,123051.0,tgju
2017-09-26,3907.0,121297.0,tgju
2017-09-27,3911.0,121066.0,tgju
2017-10-02,3930.0,120558.0,tgju
2017-10-03,3937.0,120835.0,tgju
2017-10-04,3948.0,121643.0,tgju
2017-10-07,3978.0,122728.0,tgju
2017-10-08,4041.0,123767.0,tgju
2017-10-09,4024.0,125360.0,tgju
2017-10-10,4016.0,124321.0,tgju
2017-10-11,4017.0,124759.0,tgju
2017-10-14,4007.0,124505.0,tgju
2017-10-15,4008.0,124413.0,tgju
2017-10-16,4019.0,123559.0,tgju
2017-10-17,4021.0,123305.0,tgju
2017-10-18,4017.0,123097.0,tgju
2017-10-21,4011.0,122081.0,tgju
2017-10-22,4018.0,121435.0,tgju
2017-10-23,4030.0,122912.0,tgju
2017-10-24,4028.0,122566.0,tgju
2017-10-25,4032.0,122728.0,tgju
2017-10-28,4069.0,124205.0,tgju
2017-10-29,4055.0,123951.0,tgju
2017-10-30,4052.0,123998.0,tgju
2017-10-31,4058.0,123697.0,tgju
2017-11-01,4054.0,124021.0,tgju
2017-11-04,4066.0,123813.0,tgju
2017-11-05,4072.0,124390.0,tgju
2017-11-06,4070.0,124967.0,tgju
2017-11-07,4074.0,124390.0,tgju
2017-11-11,4099.0,124390.0,tgju
2017-11-12,4136.0,125798.0,tgju
2017-11-13,4122.0,126214.0,tgju
2017-11-14,4101.0,126006.0,tgju
2017-11-15,4100.0,125360.0,tgju
2017-11-20,4093.0,125429.0,tgju
2017-11-21,4121.0,126283.0,tgju
2017-11-22,4124.0,126860.0,tgju
2017-11-25,4118.0,127345.0,tgju
2017-11-26,4118.0,127922.0,tgju
2017-11-28,4136.0,128869.0,tgju
2017-11-29,4139.0,129654.0,tgju
2017-12-02,4164.0,130092.0,tgju
2017-12-03,4186.0,130046.0,tgju
2017-12-04,4202.0,131293.0,tgju
2017-12-06,4202.2,128943.0,tgju
2017-12-09,4207.0,128523.0,tgju
2017-12-10,4211.0,128546.0,tgju
2017-12-11,4220.0,128153.0,tgju
2017-12-12,4219.0,128199.0,tgju
2017-12-13,4211.0,128384.0,tgju
2017-12-16,4183.0,128061.0,tgju
2017-12-17,4181.0,128015.0,tgju
2017-12-18,4197.0,128130.0,tgju
2017-12-19,4186.0,128753.0,tgju
2017-12-20,4194.0,128592.0,tgju
2017-12-23,4194.0,129561.0,tgju
2017-12-24,4179.0,129700.0,tgju
2017-12-25,4189.0,129862.0,tgju
2017-12-26,4189.0,130393.0,tgju
2017-12-27,4203.0,131131.0,tgju
2017-12-30,4288.0,134594.0,tgju
2017-12-31,4288.0,134710.0,tgju
2018-01-01,4339.0,136972.0,tgju
2018-01-02,4374.0,139119.0,tgju
2018-01-03,4324.0,139720.0,tgju
2018-01-06,4353.0,135956.0,tgju
2018-01-07,4395.0,137088.0,tgju
2018-01-08,4366.0,137411.0,tgju
2018-01-09,4401.0,137041.0,tgju
2018-01-10,4415.0,138242.0,tgju
2018-01-13,4426.0,141336.0,tgju
2018-01-14,4421.0,139442.0,tgju
2018-01-15,4429.0,140274.0,tgju
2018-01-16,4448.0,140620.0,tgju
2018-01-17,4458.0,141336.0,tgju
2018-01-20,4597.0,142259.0,tgju
2018-01-21,4579.0,144268.0,tgju
2018-01-22,4580.0,144429.0,tgju
2018-01-23,4566.0,144637.0,tgju
2018-01-24,4533.0,145168.0,tgju
2018-01-27,4568.0,143921.0,tgju
2018-01-28,4550.0,144845.0,tgju
2018-01-29,4567.0,144037.0,tgju
2018-01-30,4645.0,144360.0,tgju
2018-01-31,4647.0,146138.0,tgju
2018-02-03,4744.0,147361.0,tgju
2018-02-04,4676.0,147823.0,tgju
2018-02-05,4690.0,148446.0,tgju
2018-02-06,4545.0,147869.0,tgju
2018-02-07,4670.0,147592.0,tgju
2018-02-10,4727.0,149208.0,tgju
2018-02-12,4877.0,152856.0,tgju
2018-02-13,4817.0,151701.0,tgju
2018-02-14,4738.0,149693.0,tgju
2018-02-17,4609.0,144291.0,tgju
2018-02-18,4575.0,144060.0,tgju
2018-02-21,4493.0,142790.0,tgju
2018-02-24,4476.0,145168.0,tgju
2018-02-25,4478.0,146946.0,tgju
2018-02-26,4472.0,149554.0,tgju
2018-02-27,4471.0,147061.0,tgju
2018-02-28,4470.0,147384.0,tgju
2018-03-01,4469.0,147961.0,tgju
2018-03-03,4770.0,149186.0,tgju
2018-03-04,4769.0,149300.0,tgju
2018-03-05,4775.0,148746.0,tgju
2018-03-06,4788.0,150409.0,tgju
2018-03-07,4786.0,149762.0,tgju
2018-03-08,4789.0,149739.0,tgju
2018-03-10,4803.0,151447.0,tgju
2018-03-11,4826.0,150963.0,tgju
2018-03-12,4816.0,151840.0,tgju
2018-03-13,4851.0,153341.0,tgju
2018-03-14,4849.0,153087.0,tgju
2018-03-15,4865.0,152071.0,tgju
2018-03-17,4819.0,151286.0,tgju
2018-03-18,4857.0,152486.0,tgju
2018-03-19,4899.0,153248.0,tgju
2018-03-25,5103.0,159943.0,tgju
2018-03-26,5049.0,161975.0,tgju
2018-03-27,5046.0,159597.0,tgju
2018-03-28,5045.0,157889.0,tgju
2018-03-29,5102.0,158974.0,tgju
2018-04-03,5056.0,160082.0,tgju
2018-04-04,5094.0,159920.0,tgju
2018-04-05,5094.0,160682.0,tgju
2018-04-07,5660.0,167146.0,tgju
2018-04-08,5865.0,170794.0,tgju
2018-04-09,5820.0,160105.0,tgju
2018-04-10,5503.0,157565.0,tgju
2018-04-11,5362.0,165415.0,tgju
2018-04-15,5270.0,169986.0,tgju
2018-04-17,4410.0,168809.0,tgju
2018-04-18,4878.0,168855.0,tgju
2018-04-19,5192.9,169871.0,tgju
2018-04-21,5587.0,171302.0,tgju
2018-04-22,5529.0,169871.0,tgju
2018-04-23,5450.0,169501.0,tgju
2018-04-24,5423.0,171140.0,tgju
2018-04-25,5635.0,171325.0,tgju
2018-04-28,5854.0,173611.0,tgju
2018-04-29,5703.0,176289.0,tgju
2018-04-30,5965.0,179867.0,tgju
2018-05-01,5964.0,182176.0,tgju
2018-05-03,6116.0,188248.0,tgju
2018-05-05,6350.0,200622.0,tgju
2018-05-06,5923.0,196605.0,tgju
2018-05-07,6390.0,186816.0,tgju
2018-05-08,6571.0,196074.0,tgju
2018-05-09,6653.0,194342.0,tgju
2018-05-10,6690.0,200991.0,tgju
2018-05-12,6455.0,196351.0,tgju
2018-05-13,6330.0,190718.0,tgju
2018-05-14,6414.0,184138.0,tgju
2018-05-15,6152.0,185760.0,tgju
2018-05-16,6274.0,185130.0,tgju
2018-05-17,6264.0,185640.0,tgju
2018-05-19,6201.0,182040.0,tgju
2018-05-20,6333.0,183680.0,tgju
2018-05-21,6387.0,188850.0,tgju
2018-05-22,6364.0,186770.0,tgju
2018-05-23,6344.0,188060.0,tgju
2018-05-24,6367.0,191160.0,tgju
2018-05-26,6363.0,189080.0,tgju
2018-05-27,6353.0,190350.0,tgju
2018-05-28,6292.0,194740.0,tgju
2018-05-29,6438.0,199490.0,tgju
2018-05-30,6464.0,196770.0,tgju
2018-05-31,6502.0,196810.0,tgju
2018-06-02,6439.0,194620.0,tgju
2018-06-03,6425.0,196950.0,tgju
2018-06-07,6439.0,199120.0,tgju
2018-06-09,6576.0,201430.0,tgju
2018-06-10,6781.0,202700.0,tgju
2018-06-11,7035.0,205330.0,tgju
2018-06-12,7008.0,210730.0,tgju
2018-06-13,6769.0,212050.0,tgju
2018-06-14,6867.0,209100.0,tgju
2018-06-17,7054.0,211450.0,tgju
2018-06-18,7227.0,212000.0,tgju
2018-06-19,7400.0,217910.0,tgju
2018-06-20,7491.0,219900.0,tgju
2018-06-23,8705.0,242870.0,tgju
2018-06-24,8155.0,257670.0,tgju
2018-06-25,7891.0,235900.0,tgju
2018-06-26,7974.0,239020.0,tgju
2018-06-27,8228.0,239890.0,tgju
2018-06-28,8228.0,243400.0,tgju
2018-06-30,8358.0,235950.0,tgju
2018-07-01,8331.0,244740.0,tgju
2018-07-02,8160.0,243790.0,tgju
2018-07-03,8014.0,240820.0,tgju
2018-07-04,7847.0,233540.0,tgju
2018-07-05,8037.0,227800.0,tgju
2018-07-07,7986.0,233640.0,tgju
2018-07-08,7946.0,235370.0,tgju
2018-07-11,7790.0,226020.0,tgju
2018-07-12,7822.0,229130.0,tgju
2018-07-14,8074.0,238480.0,tgju
2018-07-15,7919.0,235280.0,tgju
2018-07-16,8195.0,230730.0,tgju
2018-07-17,8134.0,236410.0,tgju
2018-07-18,8196.0,237490.0,tgju
2018-07-19,8149.0,242590.0,tgju
2018-07-21,8897.0,261340.0,tgju
2018-07-22,9370.0,267900.0,tgju
2018-07-23,9406.0,269310.0,tgju
2018-07-24,9155.0,266880.0,tgju
2018-07-25,9316.0,269880.0,tgju
2018-07-26,9456.0,277500.0,tgju
2018-07-28,11036.8,291930.0,tgju
2018-07-29,11470.0,312940.0,tgju
2018-07-30,10541.0,311780.0,tgju
2018-07-31,10598.0,298280.0,tgju
2018-08-01,11296.0,300130.0,tgju
2018-08-02,10577.0,304970.0,tgju
2018-08-04,9817.0,288580.0,tgju
2018-08-05,9596.0,286270.0,tgju
2018-08-06,8976.0,263190.0,tgju
2018-08-07,10254.0,258340.0,tgju
2018-08-08,10336.0,292050.0,tgju
2018-08-09,10943.0,295740.0,tgju
2018-08-11,10085.0,303342.0,tgju
2018-08-12,10626.0,293890.0,tgju
2018-08-13,10555.0,302430.0,tgju
2018-08-14,10503.0,293660.0,tgju
2018-08-15,10709.0,291350.0,tgju
2018-08-16,10712.0,295510.0,tgju
2018-08-18,10305.0,290083.0,tgju
2018-08-19,10414.0,291470.0,tgju
2018-08-20,10584.0,292390.0,tgju
2018-08-21,10546.0,295860.0,tgju
2018-08-23,10279.0,294010.0,tgju
2018-08-25,10543.0,293490.0,tgju
2018-08-26,10715.0,295510.0,tgju
2018-08-27,11061.0,304170.0,tgju
2018-08-28,11011.0,304740.0,tgju
2018-08-29,11035.0,311670.0,tgju
2018-09-01,11977.0,312820.0,tgju
2018-09-03,12795.0,351150.0,tgju
2018-09-04,13689.0,373540.0,tgju
2018-09-05,13511.0,364770.0,tgju
2018-09-08,12963.0,342840.0,tgju
2018-09-09,13816.0,349760.0,tgju
2018-09-10,13533.0,376540.0,tgju
2018-09-11,13716.0,367080.0,tgju
2018-09-12,13760.0,377700.0,tgju
2018-09-13,13765.0,375160.0,tgju
2018-09-15,14270.0,392470.0,tgju
2018-09-16,14365.0,392470.0,tgju
2018-09-17,14588.0,400780.0,tgju
2018-09-18,14588.0,401879.0,tgju
2018-09-22,14934.0,400780.0,tgju
2018-09-23,16000.0,427330.0,tgju
2018-09-24,16999.0,448570.0,tgju
2018-09-25,18668.0,479510.0,tgju
2018-09-26,17539.0,521760.0,tgju
2018-09-27,17539.0,488597.0,tgju
2018-09-29,17022.0,488281.0,tgju
2018-09-30,15177.0,477890.0,tgju
2018-10-01,14528.8,362460.0,tgju
2018-10-02,12100.0,407480.0,tgju
2018-10-03,12680.0,381814.0,tgju
2018-10-06,13110.0,353460.0,tgju
2018-10-07,14140.0,408630.0,tgju
2018-10-08,12140.0,410940.0,tgju
2018-10-09,12370.0,430570.0,tgju
2018-10-10,12190.0,423789.5,tgju
2018-10-13,13100.0,411105.0,tgju
2018-10-14,12510.0,410592.8,tgju
2018-10-15,13550.0,410609.3,tgju
2018-10-17,13400.0,410528.0,tgju
2018-10-21,14415.0,409605.0,tgju
2018-10-22,14194.0,406492.0,tgju
2018-10-23,14039.0,403148.0,tgju
2018-10-24,12100.0,403840.0,tgju
2018-10-26,11840.0,408141.9,tgju
2018-10-27,12060.0,411334.3,tgju
2018-10-28,11840.0,413875.0,tgju
2018-10-30,12050.0,418378.6,tgju
2018-10-31,11960.0,418771.1,tgju
2018-11-02,11920.0,414067.6,tgju
2018-11-03,12030.0,407049.4,tgju
2018-11-04,12050.0,404410.9,tgju
2018-11-05,12030.0,408527.0,tgju
2018-11-10,12060.0,410480.0,tgju
2018-11-11,11990.0,404020.0,tgju
2018-11-12,11920.0,399400.0,tgju
2018-11-14,11840.0,359000.0,tgju
2018-11-17,12087.0,358179.0,tgju
2018-11-18,12722.0,358351.0,tgju
2018-11-19,12840.0,360147.0,tgju
2018-11-20,12791.0,358578.0,tgju
2018-11-21,12771.0,354486.0,tgju
2018-11-26,12303.0,354840.0,tgju
2018-11-27,12115.0,345380.0,tgju
2018-11-28,11245.0,327600.0,tgju
2018-12-01,12110.0,349050.0,tgju
2018-12-02,11430.0,355530.0,tgju
2018-12-03,11367.0,340530.0,tgju
2018-12-04,11352.0,339140.0,tgju
2018-12-05,11303.0,338450.0,tgju
2018-12-08,11241.0,345840.0,tgju
2018-12-09,10790.0,330140.0,tgju
2018-12-11,9710.0,316980.0,tgju
2018-12-12,10130.0,322060.0,tgju
2018-12-15,9950.0,302430.0,tgju
2018-12-16,9940.0,308900.0,tgju
2018-12-17,9940.0,300820.0,tgju
2018-12-18,9990.0,307980.0,tgju
2018-12-19,9970.0,301970.0,tgju
2018-12-23,10100.0,308670.0,tgju
2018-12-24,10500.0,321370.0,tgju
2018-12-25,11200.0,361770.0,tgju
2018-12-26,10750.0,330600.0,tgju
2018-12-29,10700.0,322290.0,tgju
2018-12-30,10800.0,339600.0,tgju
2018-12-31,10500.0,339370.0,tgju
2019-01-01,10450.0,330140.0,tgju
2019-01-02,10600.0,337060.0,tgju
2019-01-05,10550.0,331000.0,tgju
2019-01-06,10700.0,337760.0,tgju
2019-01-07,10900.0,341220.0,tgju
2019-01-08,10880.0,342000.0,tgju
2019-01-09,10890.0,347920.0,tgju
2019-01-12,11400.0,360840.0,tgju
2019-01-13,10990.0,345610.0,tgju
2019-01-14,11250.0,356690.0,tgju
2019-01-15,11450.0,356800.0,tgju
2019-01-16,11590.0,361536.0,tgju
2019-01-19,11450.0,361000.0,tgju
2019-01-20,11630.0,368230.0,tgju
2019-01-21,11650.0,368460.0,tgju
2019-01-22,11540.0,368230.0,tgju
2019-01-23,11500.0,364080.0,tgju
2019-01-26,11790.0,373540.0,tgju
2019-01-27,11800.0,370080.0,tgju
2019-01-28,11830.0,375850.0,tgju
2019-01-29,11945.0,379080.0,tgju
2019-01-30,11850.0,376310.0,tgju
2019-02-02,11000.0,353920.0,tgju
2019-02-03,11650.0,364770.0,tgju
2019-02-04,11750.0,364080.0,tgju
2019-02-05,11850.0,371500.0,tgju
2019-02-06,11645.0,371690.0,tgju
2019-02-12,11930.0,383010.0,tgju
2019-02-13,11850.0,382780.0,tgju
2019-02-16,12350.0,391780.0,tgju
2019-02-17,12900.0,399400.0,tgju
2019-02-18,12800.0,414640.0,tgju
2019-02-19,12970.0,423290.0,tgju
2019-02-20,12970.0,437140.0,tgju
2019-02-23,13650.0,444880.0,tgju
2019-02-24,13450.0,432870.0,tgju
2019-02-25,13300.0,432180.0,tgju
2019-02-26,13250.0,431030.0,tgju
2019-02-27,13200.0,427100.0,tgju
2019-03-02,12986.0,424330.0,tgju
2019-03-03,12707.0,408400.0,tgju
2019-03-04,12598.0,401240.0,tgju
2019-03-05,13154.0,422250.0,tgju
2019-03-06,13037.0,411400.0,tgju
2019-03-09,13042.0,419950.0,tgju
2019-03-10,12905.0,417170.0,tgju
2019-03-11,12847.0,409330.0,tgju
2019-03-12,12855.0,408170.0,tgju
2019-03-13,13102.0,421100.0,tgju
2019-03-16,12883.0,416310.0,tgju
2019-03-17,12889.0,414000.0,tgju
2019-03-18,12894.0,415330.0,tgju
2019-03-25,12951.0,428300.0,tgju
2019-03-26,12942.0,428900.0,tgju
2019-03-27,13189.0,431500.0,tgju
2019-03-30,13200.0,428000.0,tgju
2019-04-03,13190.0,428320.0,tgju
2019-04-06,13391.0,434000.0,tgju
2019-04-07,13690.0,438900.0,tgju
2019-04-08,14175.0,452300.0,tgju
2019-04-09,13750.0,456900.0,tgju
2019-04-10,13731.0,442800.0,tgju
2019-04-13,13450.0,435600.0,tgju
2019-04-14,13690.0,436100.0,tgju
2019-04-15,13543.0,441200.0,tgju
2019-04-16,13401.0,424100.0,tgju
2019-04-17,13479.0,429200.0,tgju
2019-04-22,13942.0,437300.0,tgju
2019-04-23,13952.0,434300.0,tgju
2019-04-24,14048.0,440500.0,tgju
2019-04-27,14286.0,445600.0,tgju
2019-04-28,14352.0,445600.0,tgju
2019-04-29,14238.0,444000.0,tgju
2019-04-30,14507.0,449000.0,tgju
2019-05-01,14601.0,450400.0,tgju
2019-05-04,14751.0,457600.0,tgju
2019-05-05,15001.0,456200.0,tgju
2019-05-06,15239.0,468200.0,tgju
2019-05-07,15389.0,465900.0,tgju
2019-05-08,15601.0,471200.0,tgju
2019-05-11,14797.0,459200.0,tgju
2019-05-12,15047.0,452700.0,tgju
2019-05-13,15151.0,459900.0,tgju
2019-05-14,14849.0,464300.0,tgju
2019-05-15,14638.0,452700.0,tgju
2019-05-18,14351.0,444400.0,tgju
2019-05-19,14036.0,434500.0,tgju
2019-05-20,14238.0,414400.0,tgju
2019-05-21,14401.0,424100.0,tgju
2019-05-22,14201.0,436100.0,tgju
2019-05-25,14201.0,430800.0,tgju
2019-05-28,13597.0,419900.0,tgju
2019-05-29,13739.0,418600.0,tgju
2019-06-01,13458.0,417600.0,tgju
2019-06-02,13268.0,411400.0,tgju
2019-06-08,12719.0,412600.0,tgju
2019-06-09,13141.0,408400.0,tgju
2019-06-10,13058.0,413900.0,tgju
2019-06-11,13135.0,411600.0,tgju
2019-06-12,13209.0,413500.0,tgju
2019-06-15,13791.0,432000.0,tgju
2019-06-16,13549.0,434000.0,tgju
2019-06-17,13261.0,428500.0,tgju
2019-06-18,13401.0,425700.0,tgju
2019-06-19,13463.0,428300.0,tgju
2019-06-22,13393.0,430600.0,tgju
2019-06-23,13404.0,441200.0,tgju
2019-06-24,13204.0,440700.0,tgju
2019-06-25,13234.0,440000.0,tgju
2019-06-26,13226.0,436600.0,tgju
2019-06-30,13014.0,429200.0,tgju
2019-07-01,12915.0,427300.0,tgju
2019-07-02,12984.0,426400.0,tgju
2019-07-03,13082.0,432200.0,tgju
2019-07-06,13065.0,437500.0,tgju
2019-07-07,12889.0,432600.0,tgju
2019-07-08,12972.0,429200.0,tgju
2019-07-09,12968.0,428700.0,tgju
2019-07-10,12958.0,429600.0,tgju
2019-07-13,12492.0,421100.0,tgju
2019-07-14,12112.0,418300.0,tgju
2019-07-15,11871.0,409300.0,tgju
2019-07-16,11813.0,394300.0,tgju
2019-07-17,11921.0,394800.0,tgju
2019-07-20,12214.0,398900.0,tgju
2019-07-21,12335.0,402400.0,tgju
2019-07-22,12524.0,407500.0,tgju
2019-07-23,12028.0,416900.0,tgju
2019-07-24,11892.0,402600.0,tgju
2019-07-27,12064.0,413900.0,tgju
2019-07-28,12149.0,405400.0,tgju
2019-07-29,12024.0,408400.0,tgju
2019-07-30,11914.0,408900.0,tgju
2019-07-31,12079.0,402600.0,tgju
2019-08-03,11944.0,404900.0,tgju
2019-08-04,12025.0,407900.0,tgju
2019-08-05,11955.0,414400.0,tgju
2019-08-06,11967.0,413900.0,tgju
2019-08-07,11932.0,420900.0,tgju
2019-08-10,11695.0,413000.0,tgju
2019-08-13,11670.0,416000.0,tgju
2019-08-14,11701.0,415100.0,tgju
2019-08-17,11734.0,420200.0,tgju
2019-08-18,11703.0,417400.0,tgju
2019-08-21,11685.0,416000.0,tgju
2019-08-24,11301.0,417400.0,tgju
2019-08-25,11085.0,415100.0,tgju
2019-08-26,11225.0,404000.0,tgju
2019-08-27,11220.0,408400.0,tgju
2019-08-28,11312.0,407200.0,tgju
2019-08-31,11382.0,412800.0,tgju
2019-09-01,11375.0,410700.0,tgju
2019-09-02,11451.0,411400.0,tgju
2019-09-03,11405.0,412600.0,tgju
2019-09-04,11475.0,416300.0,tgju
2019-09-07,11675.0,413200.0,tgju
2019-09-11,11674.0,410200.0,tgju
2019-09-14,11343.0,404700.0,tgju
2019-09-15,11455.0,407000.0,tgju
2019-09-16,11514.0,407000.0,tgju
2019-09-17,11536.0,406800.0,tgju
2019-09-18,11533.0,410000.0,tgju
2019-09-21,11431.0,411200.0,tgju
2019-09-22,11393.0,407000.0,tgju
2019-09-23,11445.0,407200.0,tgju
2019-09-24,11418.0,409100.0,tgju
2019-09-25,11438.0,408400.0,tgju
2019-09-28,11464.0,407200.0,tgju
2019-09-29,11581.0,409600.0,tgju
2019-09-30,11501.0,407700.0,tgju
2019-10-01,11523.0,405900.0,tgju
2019-10-02,11549.0,407900.0,tgju
2019-10-05,11450.0,408200.0,tgju
2019-10-06,11473.0,407900.0,tgju
2019-10-07,11492.0,407500.0,tgju
2019-10-08,11498.0,407900.0,tgju
2019-10-09,11483.0,407900.0,tgju
2019-10-12,11403.0,406300.0,tgju
2019-10-13,11396.0,405200.0,tgju
2019-10-14,11411.0,404900.0,tgju
2019-10-15,11422.0,406600.0,tgju
2019-10-16,11423.0,404500.0,tgju
2019-10-20,11340.0,404000.0,tgju
2019-10-21,11343.0,402400.0,tgju
2019-10-22,11232.0,400600.0,tgju
2019-10-23,11191.0,394800.0,tgju
2019-10-30,11255.0,398700.0,tgju
2019-11-02,11371.0,411900.0,tgju
2019-11-03,11365.0,406800.0,tgju
2019-11-04,11415.0,407700.0,tgju
2019-11-09,11433.0,404000.0,tgju
2019-11-10,11496.0,408200.0,tgju
2019-11-11,11524.0,405900.0,tgju
2019-11-12,11770.0,410200.0,tgju
2019-11-13,11787.0,411600.0,tgju
2019-11-16,12250.0,425900.0,tgju
2019-11-17,12265.0,426400.0,tgju
2019-11-18,12252.0,425900.0,tgju
2019-11-19,11913.0,422900.0,tgju
2019-11-20,11898.0,422900.0,tgju
2019-11-23,12274.0,421300.0,tgju
2019-11-24,12415.0,424100.0,tgju
2019-11-25,12297.0,428900.0,tgju
2019-11-26,12582.0,426200.0,tgju
2019-11-27,12599.0,433600.0,tgju
2019-11-30,12812.0,435000.0,tgju
2019-12-01,12655.0,442600.0,tgju
2019-12-02,12765.0,442600.0,tgju
2019-12-03,12904.0,445800.0,tgju
2019-12-04,13049.0,449700.0,tgju
2019-12-07,13445.0,460800.0,tgju
2019-12-08,13803.0,469800.0,tgju
2019-12-09,13584.0,477200.0,tgju
2019-12-10,13105.0,463300.0,tgju
2019-12-11,12751.0,456400.0,tgju
2019-12-14,12584.0,437300.0,tgju
2019-12-15,12752.0,447600.0,tgju
2019-12-16,13067.0,448600.0,tgju
2019-12-17,12915.0,459000.0,tgju
2019-12-18,12999.0,450900.0,tgju
2019-12-21,13169.0,464500.0,tgju
2019-12-22,13149.0,461000.0,tgju
2019-12-23,13109.0,464000.0,tgju
2019-12-24,13191.0,464500.0,tgju
2019-12-25,13182.0,469100.0,tgju
2019-12-28,13158.0,470500.0,tgju
2019-12-29,13162.0,467700.0,tgju
2019-12-30,13319.0,468900.0,tgju
2019-12-31,13299.0,478600.0,tgju
2020-01-01,13299.0,473700.0,tgju
2020-01-04,13922.0,493100.0,tgju
2020-01-05,13809.0,501200.0,tgju
2020-01-06,13966.0,504000.0,tgju
2020-01-07,13935.0,506300.0,tgju
2020-01-08,13390.0,504200.0,tgju
2020-01-11,13429.0,481400.0,tgju
2020-01-12,13415.0,489000.0,tgju
2020-01-13,13550.0,491500.0,tgju
2020-01-14,13496.0,493100.0,tgju
2020-01-15,13516.0,495000.0,tgju
2020-01-18,13449.0,492700.0,tgju
2020-01-19,13499.0,497300.0,tgju
2020-01-20,13439.0,497500.0,tgju
2020-01-21,13485.0,493100.0,tgju
2020-01-22,13529.0,497500.0,tgju
2020-01-25,13579.0,503300.0,tgju
2020-01-26,13619.0,506500.0,tgju
2020-01-27,13719.0,510400.0,tgju
2020-01-28,13402.0,511600.0,tgju
2020-01-30,13454.0,514400.0,tgju
2020-02-01,13550.0,504700.0,tgju
2020-02-02,13604.0,510200.0,tgju
2020-02-03,13569.0,510700.0,tgju
2020-02-04,13669.0,503700.0,tgju
2020-02-05,13673.0,507900.0,tgju
2020-02-06,13506.0,507700.0,tgju
2020-02-08,13889.0,516000.0,tgju
2020-02-09,13959.0,517100.0,tgju
2020-02-10,13604.0,519200.0,tgju
2020-02-12,14043.0,522200.0,tgju
2020-02-13,13849.0,517400.0,tgju
2020-02-15,14186.0,530800.0,tgju
2020-02-16,14162.0,532800.0,tgju
2020-02-17,14403.0,535400.0,tgju
2020-02-18,14349.0,541600.0,tgju
2020-02-19,14393.0,547800.0,tgju
2020-02-20,14203.0,548500.0,tgju
2020-02-22,15255.0,597700.0,tgju
2020-02-23,15609.0,599100.0,tgju
2020-02-24,15629.0,624300.0,tgju
2020-02-25,15639.0,628400.0,tgju
2020-02-26,15709.0,624500.0,tgju
2020-02-27,15701.0,620800.0,tgju
2020-02-29,15506.0,576900.0,tgju
2020-03-01,15699.0,606000.0,tgju
2020-03-02,15313.0,592200.0,tgju
2020-03-03,15436.0,598400.0,tgju
2020-03-04,15271.0,597700.0,tgju
2020-03-05,14995.0,598900.0,tgju
2020-03-07,14996.0,603000.0,tgju
2020-03-09,15389.0,605300.0,tgju
2020-03-10,15399.0,607400.0,tgju
2020-03-11,15390.0,593100.0,tgju
2020-03-12,14851.0,591500.0,tgju
2020-03-14,15657.0,582000.0,tgju
2020-03-15,15837.0,598900.0,tgju
2020-03-16,16069.0,589900.0,tgju
2020-03-17,15992.0,608300.0,tgju
2020-03-18,14903.0,602600.0,tgju
2020-03-24,14897.1,619200.0,tgju
2020-03-25,14899.2,613900.0,tgju
2020-03-28,14901.0,625900.0,tgju
2020-03-29,14901.1,636700.0,tgju
2020-04-02,14896.0,637200.0,tgju
2020-04-04,16419.0,654000.0,tgju
2020-04-05,16295.0,655400.0,tgju
2020-04-06,16139.0,656100.0,tgju
2020-04-07,15965.0,648700.0,tgju
2020-04-08,16106.0,633950.0,tgju
2020-04-11,16224.0,649000.0,tgju
2020-04-12,16109.0,643400.0,tgju
2020-04-13,16028.0,640900.0,tgju
2020-04-14,15961.0,640200.0,tgju
2020-04-15,15969.0,636500.0,tgju
2020-04-16,15500.0,629100.0,tgju
2020-04-18,15439.0,599600.0,tgju
2020-04-19,15442.0,609900.0,tgju
2020-04-20,16089.0,611800.0,tgju
2020-04-21,16308.0,630700.0,tgju
2020-04-22,16269.0,654000.0,tgju
2020-04-23,15503.0,645700.0,tgju
2020-04-25,16152.0,652400.0,tgju
2020-04-26,16151.0,636000.0,tgju
2020-04-27,16079.0,637700.0,tgju
2020-04-28,16241.0,642300.0,tgju
2020-04-29,16142.0,645700.0,tgju
2020-04-30,15600.0,640000.0,tgju
2020-05-02,16079.0,634700.0,tgju
2020-05-03,16139.0,640200.0,tgju
2020-05-04,16142.0,645700.0,tgju
2020-05-05,16138.0,649900.0,tgju
2020-05-06,16289.0,648700.0,tgju
2020-05-07,15700.0,651700.0,tgju
2020-05-09,16492.0,663700.0,tgju
2020-05-10,16842.0,667200.0,tgju
2020-05-11,17021.0,675700.0,tgju
2020-05-12,17108.0,686600.0,tgju
2020-05-13,16861.0,688000.0,tgju
2020-05-14,16854.0,684300.0,tgju
2020-05-16,16911.0,707100.0,tgju
2020-05-17,17578.0,715900.0,tgju
2020-05-18,17691.0,720500.0,tgju
2020-05-19,17891.0,741300.0,tgju
2020-05-20,17701.0,737600.0,tgju
2020-05-21,17305.0,736700.0,tgju
